location_name,top_category,latitude,longitude
Restaurants and Other Eating Places,Dunkin',42.854185,-74.009543
Nursing Care Facilities (Skilled Nursing Facilities),The Springs Nursing and Rehabilitation Centre,42.697135,-73.696189
Gasoline Stations,Sunoco,43.071179,-73.787962
Automotive Repair and Maintenance,W C's Body Shop,42.8374,-73.969642
Restaurants and Other Eating Places,Deloreys Restaurant & Bar,42.794749,-73.972064
Restaurants and Other Eating Places,Panera Bread,42.652588,-73.774712
Building Material and Supplies Dealers,Gavin JH Orr Companies,42.885332,-73.911925
Personal Care Services,Nails N Beyond,42.740069,-73.656685
Personal Care Services,Heavenly Nails,42.870904,-73.931281
Other Miscellaneous Store Retailers,Gratefull Glass,42.609251,-73.72569
 and Liquor Stores, Wine,Beer,Beverage Barn,42.767439,-73.676184
Religious Organizations,Grace Fellowship,42.865748,-73.742959
Furniture Stores,Cherry's Furniture,42.794535,-73.973728
 and Liquor Stores, Wine,Beer,DeCrescente Distributing Company,42.91169,-73.684064
Personal Care Services,Natural Nail & Spa,42.863758,-73.788731
Restaurants and Other Eating Places,Nani's Indian Kitchen,43.007386,-73.849103
Used Merchandise Stores,Treasures Consignment Boutique & Thrift Shop,43.080968,-73.80362
Personal Care Services,Body Glow,43.015949,-73.844223
Automotive Repair and Maintenance,The Shop,42.776769,-73.973406
Restaurants and Other Eating Places,Primo Pizzeria & Italian Specialties,43.120165,-73.725717
Personal Care Services,Remo's Hair Design Unisex,42.845552,-73.942166
Florists,Central Market Florist,42.865345,-73.782951
Automotive Repair and Maintenance,Mason's Automotive,42.790442,-73.976068
Building Material and Supplies Dealers,Farmers Hardware,43.083656,-73.783644
Lessors of Real Estate,Scotia Village Plaza,42.834332,-73.969417
Restaurants and Other Eating Places,My Dacha Slavonian & European Cafe,42.787052,-73.666988
 and Similar Institutions, Historical Sites,Museums,Katherine Dunham Archives & Museum,43.066074,-73.790235
Consumer Goods Rental,Skeeter Entertainment Company,42.884109,-73.914189
Personal Care Services,Sally's Dream Nails,42.659296,-73.69308
Restaurants and Other Eating Places,Vecchia Casa Pizza,42.707963,-73.697954
Restaurants and Other Eating Places,Chef's Deli & More,42.743147,-73.648064
Health and Personal Care Stores,Family Vision Care Center,43.084294,-73.771497
 and Musical Instrument Stores, Hobby,Sporting Goods,A Perfect Placement,42.967719,-73.699624
 and Liquor Stores, Wine,Beer,By the Bottle Shop,43.079782,-73.785223
Other Amusement and Recreation Industries,Ballston Spa Country Club,43.002508,-73.874655
Personal Care Services,New Attitudes,43.080667,-73.785406
Child Day Care Services,Kreative Kidz Zone Program Inc,42.665329,-73.701818
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar General,42.798104,-73.964986
Grocery Stores,Titanic Market,42.756494,-73.681289
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,43.071414,-73.793773
Electronics and Appliance Stores,Delmartian Technologies LLC,42.606255,-73.829163
Grocery Stores,Saratoga Salsa & Spice Company,43.0813,-73.785086
Restaurants and Other Eating Places,La Strada Pizzeria & More,42.840612,-73.974239
Other Personal Services,Something Fishy,42.808977,-73.987125
Health and Personal Care Stores,Rite Aid,42.836465,-73.739934
Personal Care Services,Massage By Lesley,43.138876,-73.713319
Restaurants and Other Eating Places,East Wok Chinese Restaurant,42.858941,-73.783302
Child Day Care Services,Greenbush Child Caring Bell Top School,42.667548,-73.682464
 and Musical Instrument Stores, Hobby,Sporting Goods,GameStop,42.744686,-73.641385
Personal Care Services,Friendlys Nail & Spa,42.860298,-73.935742
Child Day Care Services,Boys And Girls Club Of Schenectady Yates Village,42.828514,-73.921509
Child Day Care Services,Saratoga Regional Young Men's Christian Association,43.066985,-73.800472
Restaurants and Other Eating Places,Benevento Pizza Cafe,42.838916,-73.93665
Personal Care Services,Sport Clips,43.103848,-73.741261
Grocery Stores,Sunny Food Mart,42.905668,-73.68481
Personal Care Services,Classical Concepts Salon & Spa,43.079381,-73.786336
Restaurants and Other Eating Places,Kumpirs & Burgers,42.734559,-73.676265
Other Miscellaneous Store Retailers,Tara's Pet Salon,42.79357,-73.998849
Personal Care Services,Jalenas A Boutique Salon,42.968369,-73.797566
Grocery Stores,Stewart's Shops,42.84432,-73.947743
Personal Care Services,Anna Hollander Swedish Hill Farm and Spa,43.034714,-73.774372
Restaurants and Other Eating Places,Grappa '72 Ristorante,42.678747,-73.790766
Restaurants and Other Eating Places,Ship's Pub,42.675858,-73.748963
Personal Care Services,Lindsey's Barbershop,42.855435,-73.794878
Restaurants and Other Eating Places,Iron Works Grill,42.704035,-73.687519
Furniture Stores,Metro Mattress,42.744302,-73.64316
Automotive Repair and Maintenance,Red Bear Repair,42.780926,-74.042105
Restaurants and Other Eating Places,New Beijing,42.785087,-73.673173
Other Personal Services,A Time Four Paws,42.843131,-73.748269
 and Similar Institutions, Historical Sites,Museums,Mechanicville Park,42.908977,-73.681431
Health and Personal Care Stores,CVS,42.705672,-73.659326
Restaurants and Other Eating Places,Illusive Restaurant & Bar,42.63967,-73.747279
Furniture Stores,Vanity Art,42.679615,-73.728926
Religious Organizations,Bethlehem Community Church Of Delmar New York,42.6048,-73.842703
Restaurants and Other Eating Places,Dina's Bar & Grill,42.798287,-73.963388
 and Similar Institutions, Historical Sites,Museums,Swineburne Park,42.671564,-73.778079
 including Warehouse Clubs and Supercenters,General Merchandise Stores,FYE,42.808096,-73.989164
Traveler Accommodation,Hilton Garden Inn,42.688366,-73.8159
 and Liquor Stores, Wine,Beer,Hoosick Street Discount Beverage Center,42.737812,-73.670903
Restaurants and Other Eating Places,Genji Japan,42.80861,-73.989038
Clothing Stores,Carter's,42.859813,-73.779928
Electronics and Appliance Stores,Ye Olde Wishin' Shoppe,43.001478,-73.850185
Home Furnishings Stores,Arkleaf,42.857829,-73.779339
 and Similar Institutions, Historical Sites,Museums,Saratoga Lake Marine Park And Boat Launch,43.053322,-73.720725
Restaurants and Other Eating Places,Court Side News,42.808514,-73.989062
Automotive Repair and Maintenance,Elmo's Speed & Supply,42.905035,-73.873588
Traveler Accommodation,Hampton,42.865521,-73.778363
Used Merchandise Stores,Jasada Antiques,42.917703,-73.887178
Other Amusement and Recreation Industries,Whispering Pines Executive Golf Course,42.7641,-73.958608
Clothing Stores,Zebra Bras,42.731986,-73.688706
Personal Care Services,Queen Nails,42.871261,-73.930035
Grocery Stores,Stewart's Shops,42.911095,-73.822513
Restaurants and Other Eating Places,KFC,42.683456,-73.731595
Department Stores,Sears Home Services,43.101852,-73.740463
Restaurants and Other Eating Places,Thirsty Owl Outlet & Wine Garden,43.073135,-73.787382
 and Similar Institutions, Historical Sites,Museums,Preservation League of New York State,42.658332,-73.765455
Religious Organizations,El Faro Asambleas De Dios Inc,42.928099,-73.81615
 and Musical Instrument Stores, Hobby,Sporting Goods,BikeWorldUSA,42.836077,-73.935138
Religious Organizations,Sisters of St Joseph,42.725635,-73.673977
Restaurants and Other Eating Places,Canali's Italian & American Restaurant,42.793006,-73.991977
Automobile Dealers,Northstar Chevrolet,42.85837,-73.775672
Automotive Repair and Maintenance,Jack Troy's Auto Body Works,42.765928,-73.676971
Religious Organizations,Sisters of Mercy,42.611763,-73.846433
 and Musical Instrument Stores, Hobby,Sporting Goods,Michaels Stores,42.85865,-73.770958
Personal Care Services,Lavender Nails,42.817842,-73.774173
Restaurants and Other Eating Places,Three Olives,43.015916,-73.844213
Florists,Jan's Florist Shop,43.101537,-73.772044
Bakeries and Tortilla Manufacturing,The Bread Basket Bakery,43.07948,-73.782265
 and Liquor Stores, Wine,Beer,Eddy's Beverage,43.089601,-73.769703
Automobile Dealers,Delafield Motors,42.895839,-73.913581
Miscellaneous Durable Goods Merchant Wholesalers,B&D Gunsmoke,42.81308,-73.981846
Restaurants and Other Eating Places,Paulie's Pizza,42.824443,-73.911991
Gasoline Stations,Speedway,42.62894,-73.809436
Health and Personal Care Stores,T and J Soaps,42.732222,-73.691336
Other Miscellaneous Store Retailers,Benson's Pet Center,42.864374,-73.773666
Grocery Stores,Hudson River Self Storage,42.826714,-73.667144
Restaurants and Other Eating Places,Recovery Room Sports Grill,42.652242,-73.776586
Other Ambulatory Health Care Services,Safe Care Mobility Services,42.668109,-73.743076
Lessors of Real Estate,Rensselaer County Plaza,42.642544,-73.700415
Personal Care Services,Nightingale Nail Salon Wilton Square,43.099293,-73.741641
Nursing Care Facilities (Skilled Nursing Facilities),Eddy Heritage House Nursing And Rehabilitation Center,42.732189,-73.662933
Restaurants and Other Eating Places,Mercato's Pizzeria & Restaurant,42.629437,-73.810607
Building Material and Supplies Dealers,84 Lumber,42.962429,-73.790257
Florists,The Floral Garden,42.622968,-73.830108
Clothing Stores,Thistle Be Perfect Artisan Boutique,42.868744,-73.926908
Religious Organizations,Tabernacle Of New Hope,42.811146,-73.922914
Restaurants and Other Eating Places,El Patron Mexican Grill & Cantina,42.6619,-73.769729
Department Stores,JCPenney,43.101405,-73.738658
Religious Organizations,New Horizon Church,43.11339,-73.736026
Restaurants and Other Eating Places,Jack's Diner,42.670695,-73.778896
 and Gift Stores, Stationery,Office Supplies,BIS Copy Systems Inc dba Business Information Systems,42.825036,-73.926848
Personal Care Services,Nuance a Boutique Salon,42.943766,-73.77751
Restaurants and Other Eating Places,99 Restaurants,43.105379,-73.739674
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,42.834894,-73.740685
General Medical and Surgical Hospitals,Trinity Health,42.664634,-73.701963
Restaurants and Other Eating Places,Sunhee's Farm and Kitchen,42.727639,-73.68937
Restaurants and Other Eating Places,Spa Brauhaus Restaurant,43.001034,-73.830627
Automotive Repair and Maintenance,Edk Automotive,42.66443,-73.773918
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,42.68264,-73.788777
Personal Care Services,Kelly Rae Rose Hair Designs,43.051795,-73.720953
Automotive Repair and Maintenance,Upstate Laserwash,42.85072,-73.756491
Restaurants and Other Eating Places,Dragon Fry Fish,42.676971,-73.781836
Restaurants and Other Eating Places,Fairy Sichuan,42.664569,-73.7719
Personal Care Services,New Beginnings Style Studio,43.047117,-73.850084
 and Similar Institutions, Historical Sites,Museums,Saratoga Oklahoma Track,43.080105,-73.762682
 and Liquor Stores, Wine,Beer,Delmar Beverage Center,42.626496,-73.819422
Department Stores,Kohl's,43.095407,-73.745827
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Walmart Tire & Lube Express,42.641976,-73.70062
Restaurants and Other Eating Places,I Love New York Pizza,43.077347,-73.789608
Nursing Care Facilities (Skilled Nursing Facilities),Golden Paws Pet Styling Academy,42.869811,-73.779592
 and Liquor Stores, Wine,Beer,Partition Wine and Liquors,42.646277,-73.739503
Automotive Repair and Maintenance,Phils Automotive,42.702102,-73.715332
Restaurants and Other Eating Places,Ray Rae's Cafe,42.687314,-73.729966
 and Similar Institutions, Historical Sites,Museums,Juracka Park,42.774781,-73.964912
Restaurants and Other Eating Places,Bella Napoli Italian Bakery of Troy,42.746808,-73.683659
Other Amusement and Recreation Industries,Great Indoors Golf Center,43.015926,-73.844175
Restaurants and Other Eating Places,Burger King,42.745816,-73.642327
General Medical and Surgical Hospitals,Express Care At St Mary's Hospital,42.742967,-73.676189
Lessors of Real Estate,The Shoppes At Greenbush Commons,42.647597,-73.698994
Religious Organizations,Lighthouse Baptist Church,42.638264,-73.746887
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Optometrist,42.745718,-73.638753
 and Musical Instrument Stores, Hobby,Sporting Goods,Collamer House Bike and Ski,42.99453,-73.791029
 and Musical Instrument Stores, Hobby,Sporting Goods,Jay's Bar & Grill,43.047311,-73.846956
Personal Care Services,Chianti's Beauty Bar,42.603439,-73.71901
Personal Care Services,Regal Nail Studio,42.841728,-73.943973
Restaurants and Other Eating Places,Mangino's Gourmet Market,42.810179,-73.924025
Other Amusement and Recreation Industries,Zume Fitness,43.130904,-73.709396
Religious Organizations,Trinity Lutheran Church,42.679541,-73.681842
Amusement Parks and Arcades,Huck Finn's Playland,42.66455,-73.738164
Religious Organizations,United Ordained Church,42.72111,-73.692125
Electronics and Appliance Stores,ABI Computers,42.73924,-73.681062
Other Miscellaneous Store Retailers,9 Maple Ave,43.082378,-73.784226
Electronics and Appliance Stores,Metro by T Mobile Authorized Dealer,42.659316,-73.766014
Automotive Repair and Maintenance,Axis Auto Repair,42.674595,-73.734916
Health and Personal Care Stores,Drug Treatment Centers Troy,42.737743,-73.68694
Religious Organizations,Our Lady of Grace Church,42.91914,-73.879079
Grocery Stores,Stewart's Shops,42.703512,-73.687807
Restaurants and Other Eating Places,I Love New York Pizza of Albany,42.671333,-73.780434
Automotive Repair and Maintenance,Clear Vision General Construction,42.795578,-73.971382
Clothing Stores,Francesca's,43.101972,-73.738168
Restaurants and Other Eating Places,Luca's,42.820558,-73.929191
Restaurants and Other Eating Places,Joey G's Cafe,42.647751,-73.774183
Automobile Dealers,Mohawk Motorcar Company,42.704149,-73.68517
Health and Personal Care Stores,Top Quality Discount,42.663995,-73.772382
Other Miscellaneous Store Retailers,CaNine to Five,43.098379,-73.771269
 and Musical Instrument Stores, Hobby,Sporting Goods,Adirondack Scuba,42.980282,-73.728184
Restaurants and Other Eating Places,Restaurant Navona,42.653398,-73.788438
Nursing Care Facilities (Skilled Nursing Facilities),Showcase Homes of Malta,42.986268,-73.786331
Restaurants and Other Eating Places,Pete's Pups,42.7807,-74.030037
Grocery Stores,Stewart's Shops,42.903239,-73.69003
Grocery Stores,Stewart's Shops,42.670599,-73.77964
Used Merchandise Stores,Sonney's Auction Barn,42.846164,-73.751353
Child Day Care Services,Cdy Albany Menands School,42.686417,-73.732637
Book Stores and News Dealers,Discount Book Center,42.715887,-73.667513
Restaurants and Other Eating Places,Moe's Southwest Grill,42.645116,-73.698704
Grocery Stores,Stewart's Shops,42.88024,-74.039344
Restaurants and Other Eating Places,Bentley's Tavern,42.970595,-73.790208
Religious Organizations,Church Of Jesus Christ N Y Utica,43.012253,-73.869704
Grocery Stores,Meka's Beverages,42.836265,-73.973421
 and Similar Institutions, Historical Sites,Museums,Clifton Commons,42.85895,-73.819617
Child Day Care Services,Shooting Stars Childcare Inc,42.871387,-73.819573
Restaurants and Other Eating Places,Smashburger,43.091592,-73.771235
Religious Organizations,Christ Church of the Hills,42.821066,-74.069179
Personal Care Services,First Choice Therapeutic Massage,42.869475,-73.772657
Restaurants and Other Eating Places,Taquero,43.081709,-73.783846
Restaurants and Other Eating Places,Chipotle Mexican Grill,42.65401,-73.773402
Restaurants and Other Eating Places,CoCo Mango,42.728582,-73.690472
 and Musical Instrument Stores, Hobby,Sporting Goods,Goldstock's Sporting Goods,42.83991,-73.937693
Automotive Repair and Maintenance,Boxley's Auto Detailing,42.623405,-73.831797
Clothing Stores,Something Bleu Bridal,43.084764,-73.786003
Personal Care Services,Lemon Tree Family Salons,42.866778,-73.780331
Restaurants and Other Eating Places,Domino's Pizza,43.080216,-73.790237
Gasoline Stations,CITGO,42.66063,-73.692713
Religious Organizations,Pleasantdale Community Church Troy Ny,42.796312,-73.662138
Health and Personal Care Stores,Town Total Health,42.658076,-73.778407
Automobile Dealers,First Stop Auto Sales,42.797424,-73.966924
Restaurants and Other Eating Places,Manama Grille,42.628299,-73.812468
Spectator Sports,Joseph L Bruno Stadium,42.694849,-73.679209
Clothing Stores,maurices,43.102263,-73.737829
Home Furnishings Stores,Frank Webb Home,42.966202,-73.861589
Automotive Repair and Maintenance,Albany Dodge,42.677017,-73.78725
Personal Care Services,Andy's Barber Shop,42.786165,-73.968717
Restaurants and Other Eating Places,The Irish Rover,42.756572,-73.681891
Child Day Care Services,School's Out Inc Slingerlands Elementary,42.626882,-73.861229
Home Furnishings Stores,HomeGoods,42.656395,-73.690197
Restaurants and Other Eating Places,Oishi Asian Cuisine,42.840597,-73.974227
Building Material and Supplies Dealers,ND Tools,42.903216,-73.688385
Religious Organizations,Green Hills Alliance Church Of The Christian And Missionary Alliance,42.747328,-73.64199
Gasoline Stations,Cumberland Farms,42.707521,-73.678362
Restaurants and Other Eating Places,El Mexicano,43.074814,-73.786816
Religious Organizations,Mt Ida Community Baptist Church,42.739076,-73.661559
Restaurants and Other Eating Places,China City,43.048498,-73.852438
Restaurants and Other Eating Places,Phila Fusion Noodle Bar,43.080208,-73.783229
 including Warehouse Clubs and Supercenters,General Merchandise Stores,FYE,43.102211,-73.738777
Personal Care Services,Saratoga Hair Transplant Center,43.081784,-73.787786
 and Musical Instrument Stores, Hobby,Sporting Goods,Sievert's Sporting Goods,42.861151,-73.771897
Restaurants and Other Eating Places,Subway,42.847037,-73.747861
Child Day Care Services,Bethlehem Lutheran Preschool,42.610417,-73.846417
Health and Personal Care Stores,Your CBD Store New Scotland,42.653313,-73.787927
 and Musical Instrument Stores, Hobby,Sporting Goods,Blue Note Record Shop,42.660995,-73.768543
Health and Personal Care Stores,CVS,42.864451,-73.785256
Bakeries and Tortilla Manufacturing,Perrotta's Bakery,42.700339,-73.653661
Automotive Repair and Maintenance,Midas,42.871531,-73.930664
Personal Care Services,Revival Massage Therapy,42.860646,-73.934832
Automotive Repair and Maintenance,Gotcha Covered Auto Glass,42.820462,-73.743634
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,42.606853,-73.718784
 and Gift Stores, Stationery,Office Supplies,River Rocks Bead Shop,42.731061,-73.693682
Religious Organizations,Fisher United Methodist Church,42.780672,-73.958188
Clothing Stores,Piper Boutique,43.082484,-73.785415
Personal Care Services,Main Street Barber,42.903755,-73.686165
Religious Organizations,Unity Church In Albany,42.674584,-73.786223
Automotive Repair and Maintenance,J and M Automotive,42.811527,-73.757065
Restaurants and Other Eating Places,Sushi Thai the Park,42.864722,-73.768674
Furniture Stores,Lisa's Furniture Creations Plus,42.908285,-73.874175
Automotive Repair and Maintenance,Cliff's Automotive Repair Service,42.792389,-73.966457
Restaurants and Other Eating Places,Shalimar Restaurant,42.866491,-73.7811
Restaurants and Other Eating Places,Griff's North End Tavern,42.674985,-73.73661
Other Ambulatory Health Care Services,Lincare,42.904163,-73.789471
Furniture Stores,StovePartsSales,43.099303,-73.772797
 and Similar Institutions, Historical Sites,Museums,Burden Ironworks Museum,42.710003,-73.698941
Health and Personal Care Stores,CVS,43.09893,-73.744267
Religious Organizations,Northway Church,42.901419,-73.790448
Restaurants and Other Eating Places,Seneca,43.081785,-73.786449
Personal Care Services,Great Clips,42.870086,-73.93084
General Medical and Surgical Hospitals,Trinity Health,42.742947,-73.676184
Religious Organizations,Catholic Family & Community Services Nutrition Program,42.814088,-73.930806
Child Day Care Services,The Young Men's Christian Association Of The Capital District,42.858831,-73.788892
Personal Care Services,JoeyBarber Cutz & Trendz Barbershop,42.659704,-73.779964
Health and Personal Care Stores,Sally Beauty Supply,42.744674,-73.640826
Personal Care Services,T T Nails,43.108187,-73.738401
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Ocean State Job Lot,42.695863,-73.689584
Religious Organizations,Living Word Bible Church,43.080673,-73.823088
Restaurants and Other Eating Places,Olive Garden,42.860897,-73.780302
Personal Care Services,Ellis Nails & Spa,42.625126,-73.824063
Other Amusement and Recreation Industries,Albany Strength,42.670352,-73.778447
Grocery Stores,Stewart's Shops,43.046371,-73.849694
Health and Personal Care Stores,Empire Vision Center,42.861752,-73.770974
Amusement Parks and Arcades,Amutronics,42.73875,-73.685158
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,42.78712,-73.666286
Gasoline Stations,Speedway,42.842438,-73.941049
Automobile Dealers,Mehan's Auto Center,42.908676,-73.687007
Home Furnishings Stores,Consultant Engineering Services,42.743574,-73.667088
Personal Care Services,Spring Nail Salon,43.083949,-73.781792
Restaurants and Other Eating Places,KFC,42.971809,-73.794036
Personal Care Services,Volume,43.08167,-73.788949
Automotive Repair and Maintenance,Martino's Texaco Svce Station,42.643721,-73.742694
Restaurants and Other Eating Places,Ballston Spa Diner,42.983559,-73.856647
Religious Organizations,Our Redeemer Evangelical Lutheran Church,42.826468,-73.968624
Personal Care Services,Creative Image Hair Design,43.077322,-73.789567
Other Amusement and Recreation Industries,518Athlete,43.089962,-73.768162
Gasoline Stations,Cumberland Farms,42.657838,-73.692751
Clothing Stores,Claire's,43.104408,-73.749732
Restaurants and Other Eating Places,Auntie Anne's,42.847168,-73.748129
 and Musical Instrument Stores, Hobby,Sporting Goods,GameStop,42.627866,-73.812447
Bakeries and Tortilla Manufacturing,Hillcrest Foods,43.138028,-73.707108
Restaurants and Other Eating Places,Starbucks,43.072452,-73.793253
Religious Organizations,Malta Open Bible Church,42.970354,-73.809421
Department Stores,T.J. Maxx,43.108022,-73.739035
Restaurants and Other Eating Places,Sushi Thai Garden,43.080041,-73.783508
Nursing Care Facilities (Skilled Nursing Facilities),Harvest 2 Homes,43.082147,-73.784885
Clothing Stores,Jos. A. Bank Clothiers,43.080304,-73.785514
Health and Personal Care Stores,Walgreens,42.648426,-73.772994
Grocery Stores,Buhrmaster Farms,42.865467,-73.933274
 including Warehouse Clubs and Supercenters,General Merchandise Stores,Dollar Tree,42.624601,-73.740189
Other Miscellaneous Store Retailers,The Pet Stop,42.606834,-73.718807
Lessors of Real Estate,Point Plaza,42.67932,-73.790771
Florists,Frear Park Florist,42.75204,-73.670493
Health and Personal Care Stores,Curative Health Services of Ny,42.844369,-73.940654
 and Liquor Stores, Wine,Beer,Beverage Center EBI,43.08963,-73.769717
Motion Picture and Video Industries,Madison Theater,42.664622,-73.789395
Personal Care Services,Ann Marie Theresa,43.075096,-73.788942
Personal Care Services,The Ivy Spa,42.647969,-73.696984
 and Gift Stores, Stationery,Office Supplies,Party With Todd,42.788204,-74.007572
Restaurants and Other Eating Places,Dozer's Bar and Grill,43.047685,-73.843676
Religious Organizations,St Paul's Episcopal Church,42.799017,-73.964444
Personal Care Services,Nails Design,42.860608,-73.77219
Restaurants and Other Eating Places,Inferno Pizzeria,42.844377,-73.948055
Personal Care Services,The Palace Elite Grooming Haircuts & Designs,42.707191,-73.678993
Traveler Accommodation,Red Roof Inn,42.866297,-73.77415
Restaurants and Other Eating Places,Starbucks,42.872914,-73.928748
Automotive Repair and Maintenance,Mike's Auto Service,42.943534,-73.87205
Restaurants and Other Eating Places,Tokyo Sushi Deli Express,42.739537,-73.674426
Restaurants and Other Eating Places,Mi Ecuador Juice Bar,42.619391,-73.733834
Personal Care Services,No 1 Nail & Spa,43.082945,-73.787349
Traveler Accommodation,Gardner Farm Inn,42.722592,-73.668601
Restaurants and Other Eating Places,Green Shell,42.73807,-73.677204
